"","lon","lat","velocity_u_10","velocity_v_10","vel","date","day"
"9584",125.000571785231,9.65688930428486,-138.833333333333,-115,180.276716312574,2013-08-05,217
"9585",125.090403313643,9.65688930428486,-164.5,-160.833333333333,230.060016324243,2013-08-05,217
"9586",125.180234842055,9.65688930428486,-163,-220.833333333333,274.474700311543,2013-08-05,217
"9587",125.270066370467,9.65688930428486,-99.3333333333333,-225.166666666667,246.103918881616,2013-08-05,217
"9588",125.359897898879,9.65688930428486,-31.5,-122.666666666667,126.646599287589,2013-08-05,217
"9589",124.910740256819,9.74672083269681,-47.8333333333333,-67.3333333333333,82.5942222891865,2013-08-05,217
"9590",125.000571785231,9.74672083269681,-62.5,-73.6666666666667,96.6075968947462,2013-08-05,217
"9591",125.090403313643,9.74672083269681,-86.5,-111.666666666667,141.250467059208,2013-08-05,217
"9592",125.180234842055,9.74672083269681,-132.166666666667,-191.833333333333,232.955050504503,2013-08-05,217
"9593",125.270066370467,9.74672083269681,-134,-240.5,275.311187567814,2013-08-05,217
"9594",125.359897898879,9.74672083269681,-54.6666666666667,-284.166666666667,289.377156819416,2013-08-05,217
"9595",124.910740256819,9.83655236110876,-16.3333333333333,-47.6666666666667,50.3873881927699,2013-08-05,217
"9596",125.000571785231,9.83655236110876,-48.1666666666667,-25.5,54.5002548414021,2013-08-05,217
"9597",125.090403313643,9.83655236110876,-62.6666666666667,-63,88.860064771027,2013-08-05,217
"9598",125.180234842055,9.83655236110876,-101.166666666667,-130.333333333333,164.989309417981,2013-08-05,217
"9599",125.270066370467,9.83655236110876,-181.166666666667,-110.666666666667,212.293363584975,2013-08-05,217
"9600",125.359897898879,9.83655236110876,-172.666666666667,-441.5,474.063316211851,2013-08-05,217
"9601",124.910740256819,9.5670577758729,-97.8571428571429,-46.1428571428571,108.190497149562,2012-08-30,243
"9602",125.000571785231,9.5670577758729,-146,-120,188.986772023864,2012-08-30,243
"9603",125.090403313643,9.5670577758729,-137.142857142857,-155.571428571429,207.390049551711,2012-08-30,243
"9604",125.180234842055,9.5670577758729,-96.7142857142857,-153.428571428571,181.366974920565,2012-08-30,243
"9605",125.270066370467,9.5670577758729,-51.1428571428571,-79.5714285714286,94.5896616001593,2012-08-30,243
"9606",125.359897898879,9.5670577758729,-13.1428571428571,9.71428571428571,16.3432567383715,2012-08-30,243
"9607",124.910740256819,9.65688930428486,-37.7142857142857,-15.1428571428571,40.6407857870361,2012-08-30,243
"9608",125.000571785231,9.65688930428486,-93.4285714285714,-98.5714285714286,135.813197038417,2012-08-30,243
"9609",125.090403313643,9.65688930428486,-107.857142857143,-151,185.564445046205,2012-08-30,243
"9610",125.180234842055,9.65688930428486,-102.285714285714,-177.428571428571,204.800550063037,2012-08-30,243
"9611",125.270066370467,9.65688930428486,-64,-137.285714285714,151.470681476445,2012-08-30,243
"9612",125.359897898879,9.65688930428486,-18.4285714285714,-33.4285714285714,38.1717386642665,2012-08-30,243
"9613",124.910740256819,9.74672083269681,4.28571428571429,6,7.37342165746511,2012-08-30,243
"9614",125.000571785231,9.74672083269681,-41.1428571428571,-66.2857142857143,78.0162201868618,2012-08-30,243
"9615",125.090403313643,9.74672083269681,-59.8571428571429,-112.142857142857,127.117654002832,2012-08-30,243
"9616",125.180234842055,9.74672083269681,-101.857142857143,-158.714285714286,188.587120559216,2012-08-30,243
"9617",125.270066370467,9.74672083269681,-110.857142857143,-152.857142857143,188.824289340376,2012-08-30,243
"9618",125.359897898879,9.74672083269681,-50.7142857142857,-160.142857142857,167.981169984578,2012-08-30,243
"9619",124.910740256819,9.83655236110876,29.1428571428571,12,31.516759390029,2012-08-30,243
"9620",125.000571785231,9.83655236110876,-30,-24.4285714285714,38.6879193294343,2012-08-30,243
"9621",125.090403313643,9.83655236110876,-70.8571428571429,-39.7142857142857,81.2278227190257,2012-08-30,243
"9622",125.180234842055,9.83655236110876,-118.857142857143,-89.4285714285714,148.743032764289,2012-08-30,243
"9623",125.270066370467,9.83655236110876,-205.428571428571,-74.5714285714286,218.544722925005,2012-08-30,243
"9624",125.359897898879,9.83655236110876,-233.714285714286,-326.142857142857,401.237499010555,2012-08-30,243
"9625",124.910740256819,9.5670577758729,-700.571428571429,-148.285714285714,716.09285682224,2013-01-15,15
"9626",125.000571785231,9.5670577758729,-609.142857142857,-179,634.898433143572,2013-01-15,15
"9627",125.090403313643,9.5670577758729,-509,-184.428571428571,541.38239531701,2013-01-15,15
"9628",125.180234842055,9.5670577758729,-391.428571428571,-177.857142857143,429.941263192914,2013-01-15,15
"9629",125.270066370467,9.5670577758729,-238.714285714286,-139.571428571429,276.522501575461,2013-01-15,15
"9630",125.359897898879,9.5670577758729,-80.5714285714286,-63,102.277832896678,2013-01-15,15
"9631",124.910740256819,9.65688930428486,-750.714285714286,-79,754.859549039098,2013-01-15,15
"9632",125.000571785231,9.65688930428486,-792.714285714286,-169.285714285714,810.588423206706,2013-01-15,15
"9633",125.090403313643,9.65688930428486,-730.857142857143,-243,770.195535734469,2013-01-15,15
"9634",125.180234842055,9.65688930428486,-651.142857142857,-308,720.313140521651,2013-01-15,15
"9635",125.270066370467,9.65688930428486,-448.285714285714,-330.285714285714,556.820199610141,2013-01-15,15
"9636",125.359897898879,9.65688930428486,-175,-259.285714285714,312.816370467808,2013-01-15,15
"9637",124.910740256819,9.74672083269681,-543.714285714286,45.2857142857143,545.596939515026,2013-01-15,15
"9638",125.000571785231,9.74672083269681,-737,41.1428571428571,738.147501989865,2013-01-15,15
"9639",125.090403313643,9.74672083269681,-791.428571428571,-167,808.856095775676,2013-01-15,15
"9640",125.180234842055,9.74672083269681,-844.571428571429,-328.571428571429,906.234010414889,2013-01-15,15
"9641",125.270066370467,9.74672083269681,-660,-463.285714285714,806.370667287213,2013-01-15,15
"9642",125.359897898879,9.74672083269681,-301.142857142857,-599.571428571429,670.949266612124,2013-01-15,15
"9643",124.910740256819,9.83655236110876,-259.285714285714,66.4285714285714,267.659927397984,2013-01-15,15
"9644",125.000571785231,9.83655236110876,-377.857142857143,28.4285714285714,378.925063939604,2013-01-15,15
"9645",125.090403313643,9.83655236110876,-512.428571428571,-14.8571428571429,512.643907122872,2013-01-15,15
"9646",125.180234842055,9.83655236110876,-685.142857142857,-157,702.900942305441,2013-01-15,15
"9647",125.270066370467,9.83655236110876,-811.428571428571,-249,848.774013816759,2013-01-15,15
